"Horodateur,1. Quel est votre numéro étudiant ? (ex: e22XXXX),2. Quelle est la définition d’un ingénieur qui vous correspond le mieux ?,3. Êtes-vous plutôt programmation ... [Procédurale],3. Êtes-vous plutôt programmation ... [Orienté Object],3. Êtes-vous plutôt programmation ... [Fonctionnelle],""4. Quel est votre degré d'intérêt pour ces technologies ? (0 → aucun intérêt, 5 → passionné)   [Web (HTML, CSS , PHP , CMS)]"",""4. Quel est votre degré d'intérêt pour ces technologies ? (0 → aucun intérêt, 5 → passionné)   [Cloud (Azure, AWS,GCP)]"",""4. Quel est votre degré d'intérêt pour ces technologies ? (0 → aucun intérêt, 5 → passionné)   [Embarqué (Arduino, Assembleur, Raspberry...)]"",""4. Quel est votre degré d'intérêt pour ces technologies ? (0 → aucun intérêt, 5 → passionné)   [Mobile (Android, iOS,Cross-platform) ]"",""4. Quel est votre degré d'intérêt pour ces technologies ? (0 → aucun intérêt, 5 → passionné)   [Dev Jeux vidéo (Unity, Unreal Engine)]"",7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [LabView],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [Excel],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [Blender],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [Unity],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [Figma],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [Cisco Packet Tracer],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [SolidWorks],7. Quels logiciels / applications avez-vous l’habitude (ou avez-vous déjà utilisé) d’utiliser ?  [AutoCAD],9. De quelles associations faites-vous partie ? Ou souhaitez-vous rejoindre? [K[art]el],9. De quelles associations faites-vous partie ? Ou souhaitez-vous rejoindre? [Ensimersion],9. De quelles associations faites-vous partie ? Ou souhaitez-vous rejoindre? [Ensim’elec],9. De quelles associations faites-vous partie ? Ou souhaitez-vous rejoindre? [Enigma],9. De quelles associations faites-vous partie ? Ou souhaitez-vous rejoindre? [L'Ensimien],""10. Si on vous donne une imprimante 3D, qu'est-ce que vous imprimez d’abord ?"",12. Utilisez-vous des sites pour créer une palette de couleurs ?,""13. Votre ordinateur tombe en panne, que faites vous ?"",14. Qu’avez-vous fait avant le cycle ingénieur ?,15. Quel est ton système d’exploitation que tu utilises le plus pour développer ?"
10/11/2022 11:28:27,E2204723,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,3,2,2,0,1,2,3,Ne connais pas,Un peu,Régulièrement,Régulièrement,Un peu,Un peu,Un peu,Ne connais pas,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Statue de Mario,Non,Vous le démontez pour comprendre d'où vient le problème,BTS SIO,Windows
"10/11/2022 11:28:37,E222120191817,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,1,1,1,1,1,2,2,2,Régulièrement,Un peu,Un peu,Un peu,Jamais,Tout le temps,Tout le temps,Régulièrement,,,Interessé,,Interessé,Une coque de téléphone,Non,Vous essayez de le réparer en passant par le BIOS,,""Distribution Linux (Ubuntu, Debian, Arch...)"""
10/11/2022 11:28:38,e2205343,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,2,1,3,2,2,0,2,2,Jamais,Un peu,,Un peu,Régulièrement,Jamais,Jamais,Jamais,Ne connais pas,Ne connais pas,Ne connais pas,Ne connais pas,Ne connais pas,Une coque de téléphone,Non,Vous allez voir un réparateur,CPGE MP,Windows
"10/11/2022 11:28:42,e22005023,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,1,1,5,5,0,5,3,Ne connais pas,Un peu,Ne connais pas,Jamais,Régulièrement,Jamais,Un peu,Jamais,Pas intéressé,Ne connais pas,Ne connais pas,Ne connais pas,Pas intéressé,Une coque de téléphone,Oui,Vous essayez de le réparer en passant par le BIOS,BTS SIO,""Distribution Linux (Ubuntu, Debian, Arch...)"""
10/11/2022 11:28:46,e2205261,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,2,3,1,1,0,1,2,5,Ne connais pas,Jamais,Jamais,Un peu,Jamais,Ne connais pas,Jamais,Ne connais pas,Pas intéressé,J'y suis,Pas intéressé,J'y suis,Pas intéressé,Statue de Mario,Non,Vous allez voir un réparateur,CPGE MP,Windows
10/11/2022 11:28:48,e201067,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,2,2,2,2,2,2,2,2,Ne connais pas,Un peu,Ne connais pas,Ne connais pas,Un peu,Ne connais pas,Un peu,Ne connais pas,Pas intéressé,Interessé,Pas intéressé,Pas intéressé,Pas intéressé,Une coque de téléphone,Non,Vous allez voir un réparateur,Prépa intégré,Windows
"10/11/2022 11:28:54,e2205472,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",2,3,2,5,2,2,5,3,Ne connais pas,Régulièrement,Régulièrement,Régulièrement,Régulièrement,Jamais,Un peu,Un peu,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Boitier pour sa carte arduino,,Vous le démontez pour comprendre d'où vient le problème,BTS SIO,""Distribution Linux (Ubuntu, Debian, Arch...)"""
10/11/2022 11:29:03,e2206068,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,3,1,1,0,0,0,0,0,,Tout le temps,Ne connais pas,,Un peu,Ne connais pas,Jamais,Ne connais pas,,,,,Interessé,Une coque de téléphone,Non,Vous allez voir un réparateur,Prépa intégré,Windows
10/11/2022 11:29:05,e2205046,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,3,2,3,3,2,3,5,Ne connais pas,Régulièrement,Jamais,Jamais,Un peu,Ne connais pas,Un peu,Ne connais pas,Pas intéressé,Ne connais pas,Interessé,Interessé,Pas intéressé,Statue de Mario,Non,Vous essayez de le réparer en passant par le BIOS,CPGE MP,Windows
"10/11/2022 11:29:29,E201931,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",2,1,1,2,3,5,2,0,Ne connais pas,Régulièrement,Jamais,Jamais,Un peu,Un peu,Régulièrement,Jamais,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Boitier pour sa carte arduino,Non,Vous essayez de le réparer en passant par le BIOS,Prépa intégré,Windows"
"10/11/2022 11:29:32,U2107800,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,3,2,5,3,2,5,5,Un peu,Tout le temps,,Un peu,Un peu,Régulièrement,Jamais,Jamais,,Interessé,Interessé,,Interessé,Une coque de téléphone,Non,Vous essayez de le réparer en passant par le BIOS,DUT Informatique,""Distribution Linux (Ubuntu, Debian, Arch...)"""
10/11/2022 11:29:37,e2203685,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,1,1,3,1,0,3,2,Ne connais pas,Un peu,Jamais,Jamais,Un peu,Ne connais pas,Jamais,Ne connais pas,Interessé,Pas intéressé,Pas intéressé,Pas intéressé,J'y suis,Une coque de téléphone,Non,Vous allez voir un réparateur,CPGE BL,Windows
10/11/2022 11:30:25,e200776,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,2,2,2,0,1,5,2,2,Régulièrement,Régulièrement,Jamais,Jamais,Un peu,Ne connais pas,Un peu,Un peu,Pas intéressé,Pas intéressé,Interessé,Interessé,Pas intéressé,Boitier pour sa carte arduino,Non,Vous allez voir un réparateur,Prépa intégré,Windows
10/11/2022 11:30:41,e2205435,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,2,2,2,5,2,2,5,5,Ne connais pas,Régulièrement,Ne connais pas,Jamais,Régulièrement,Jamais,Un peu,Jamais,Ne connais pas,Ne connais pas,Ne connais pas,,Ne connais pas,Une coque de téléphone,Non,Vous essayez de le réparer en passant par le BIOS,CPGE MP,Windows
10/11/2022 11:30:45,e2205562,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,1,1,3,3,5,5,5,Ne connais pas,Un peu,Ne connais pas,Ne connais pas,Un peu,Ne connais pas,Un peu,Ne connais pas,,,Interessé,,,Boitier pour sa carte arduino,Non,Vous le démontez pour comprendre d'où vient le problème,CPGE MP,Windows
10/11/2022 11:30:52,e2205762,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,1,2,1,5,0,0,5,2,Ne connais pas,Un peu,Jamais,Jamais,Régulièrement,Un peu,Jamais,Jamais,Ne connais pas,Interessé,Ne connais pas,Ne connais pas,Ne connais pas,Une coque de téléphone,Non,Vous allez voir un réparateur,,Windows
"10/11/2022 11:31:16,20202211,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",3,2,1,1,0,1,2,1,Jamais,Un peu,Jamais,Jamais,Un peu,Jamais,Régulièrement,Jamais,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Une coque de téléphone,Non,Vous allez voir un réparateur,Prépa intégré,Windows"
10/11/2022 11:31:25,e2204707,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,1,3,2,5,2,1,5,5,Jamais,Tout le temps,Un peu,Régulièrement,Un peu,Régulièrement,Un peu,Ne connais pas,Pas intéressé,Interessé,Pas intéressé,Interessé,Pas intéressé,Statue de Mario,Oui,Vous le démontez pour comprendre d'où vient le problème,BTS SN,Windows
10/11/2022 11:34:14,e2205363,C’est un professionnel expert dans un domaine technique capable de résoudre des problèmes de haut niveau et innovants.,1,1,1,5,0,1,3,3,Jamais,Un peu,Ne connais pas,Jamais,Un peu,Un peu,Un peu,Ne connais pas,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Une coque de téléphone,Oui,Vous essayez de le réparer en passant par le BIOS,,Windows
"10/11/2022 11:35:21,s206985,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",1,1,1,5,3,1,5,3,Ne connais pas,Un peu,Ne connais pas,Un peu,Un peu,Ne connais pas,Un peu,Ne connais pas,Ne connais pas,Ne connais pas,Ne connais pas,Ne connais pas,Ne connais pas,Une coque de téléphone,Non,Vous allez voir un réparateur,CPGE MP,Windows"
10/11/2022 11:39:37,20201116,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,1,2,2,2,1,1,2,2,Ne connais pas,Régulièrement,Un peu,Jamais,Jamais,Ne connais pas,Un peu,Ne connais pas,Interessé,Pas intéressé,Pas intéressé,J'y suis,Pas intéressé,Statue de Mario,Non,Vous allez voir un réparateur,Prépa intégré,Windows
"10/11/2022 13:21:53,e2204701,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",3,3,2,2,3,5,3,2,Ne connais pas,Régulièrement,Régulièrement,Un peu,Régulièrement,Ne connais pas,Un peu,Ne connais pas,Pas intéressé,,Interessé,J'y suis,Pas intéressé,Boitier pour sa carte arduino,Oui,Vous essayez de le réparer en passant par le BIOS,DUT Informatique,""Distribution Linux (Ubuntu, Debian, Arch...)"""
10/11/2022 14:27:02,e2204767,C’est avant tout un cadre supérieur technique qui a pour mission de piloter un projet et de gérer une ou plusieurs équipes en interface avec le client.,2,2,3,3,1,2,3,2,Un peu,Régulièrement,Jamais,Régulièrement,Régulièrement,Jamais,Régulièrement,Régulièrement,Pas intéressé,Interessé,Interessé,Pas intéressé,Pas intéressé,Des boutons,Non,Vous allez voir un réparateur,DUT Informatique,Windows
"10/11/2022 14:30:40,e200790,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",2,2,2,3,2,3,3,3,Ne connais pas,Tout le temps,Ne connais pas,Jamais,Régulièrement,Ne connais pas,Régulièrement,Ne connais pas,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Statue de Mario,Non,Vous allez voir un réparateur,Prépa intégré,Windows"
"10/11/2022 17:35:35,e200942,""Un ingénieur est un Homme capable de prendre du recul et d’avoir une solide culture générale technique et humaine."",3,2,1,3,0,0,2,2,Jamais,Régulièrement,Ne connais pas,Jamais,Ne connais pas,Ne connais pas,Un peu,Ne connais pas,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Pas intéressé,Une coque de téléphone,Non,Vous allez voir un réparateur,Prépa intégré,Windows"
